       time  n_win  win_start   win_end  n_s_mut  n_n_mut  tajimas_d_site  tajimas_d_branch  diversity
222  1100.0      2   100000.0  149999.0        0  1129385        3.619944          3.621723   3.045532
223  1100.0      3   150000.0  199999.0        1  1097180        3.781142          3.783451   2.620583
224  1100.0      4   200000.0  249999.0        1  1108591        3.057941          3.056991   2.551127
225  1100.0      5   250000.0  299999.0        2  1096043        3.668298          3.671737   2.320225
226  1100.0      6   300000.0  349999.0        2  1121349        4.480778          4.479177   2.118740
227  1100.0      7   350000.0  399999.0        1  1106301        4.560168          4.558581   2.588412
228  1100.0      8   400000.0  449999.0        2  1113896        2.998735          3.007194   2.686908
229  1100.0      9   450000.0  499999.0        1  1104479        3.242227          3.246388   2.215093
230  1100.0     10   500000.0  549999.0        0  1111883        4.091571          4.086279   2.165446
231  1100.0     11   550000.0  599999.0        3  1115884        4.356360          4.359542   1.825687
232  1100.0     12   600000.0  649999.0        1  1103926        3.291592          3.289889   2.722375
233  1100.0     13   650000.0  699999.0        1  1071499        4.568017          4.573016   2.405328
234  1100.0     14   700000.0  749999.0        0  1102408        4.063686          4.064782   2.656957
235  1100.0     15   750000.0  799999.0        0  1099269        3.217138          3.226151   2.617252
236  1100.0     16   800000.0  849999.0        0  1099265        3.618876          3.622839   2.223470
237  1100.0     17   850000.0  899999.0        1  1115458        3.872794          3.874649   2.369251
238  1100.0     18   900000.0  949999.0        2  1151205        3.492527          3.496891   2.129265
239  1100.0     19   950000.0  999999.0        1  1125891        3.136632          3.133258   2.305696
240  1200.0      0        0.0   49999.0        1  1147564        3.187199          3.192093   2.637258
241  1200.0      1    50000.0   99999.0        0  1159587        2.876769          2.880874   3.156418
242  1200.0      2   100000.0  149999.0        0  1129385        3.330092          3.335571   3.069184
243  1200.0      3   150000.0  199999.0        1  1097180        3.339708          3.343717   2.578997
244  1200.0      4   200000.0  249999.0        1  1108591        3.249632          3.250491   2.645823
245  1200.0      5   250000.0  299999.0        2  1096043        4.017545          4.020913   2.436625
246  1200.0      6   300000.0  349999.0        2  1121349        4.822814          4.820480   2.211177
247  1200.0      7   350000.0  399999.0        1  1106301        4.215463          4.213884   2.472395
248  1200.0      8   400000.0  449999.0        2  1113896        2.859921          2.870100   2.626320
249  1200.0      9   450000.0  499999.0        1  1104479        3.348104          3.351660   2.250666
250  1200.0     10   500000.0  549999.0        0  1111883        3.694642          3.688802   2.047202
251  1200.0     11   550000.0  599999.0        3  1115884        4.192051          4.197167   1.784995
252  1200.0     12   600000.0  649999.0        1  1103926        2.866625          2.866183   2.544493
253  1200.0     13   650000.0  699999.0        1  1071499        4.409872          4.414787   2.355651
254  1200.0     14   700000.0  749999.0        0  1102408        3.377402          3.385613   2.610568
255  1200.0     15   750000.0  799999.0        0  1099269        2.980711          2.992359   2.623308
256  1200.0     16   800000.0  849999.0        0  1099265        3.299737          3.304205   2.119324
257  1200.0     17   850000.0  899999.0        1  1115458        3.864954          3.864912   2.365509
258  1200.0     18   900000.0  949999.0        2  1151205        3.726112          3.728635   2.202424
259  1200.0     19   950000.0  999999.0        1  1125891        3.024441          3.022022   2.310410
260  1300.0      0        0.0   49999.0        1  1147564        2.685154          2.686609   2.833927
261  1300.0      1    50000.0   99999.0        0  1159587        2.887895          2.891739   3.219597
262  1300.0      2   100000.0  149999.0        0  1129385        3.409079          3.414159   3.106141
263  1300.0      3   150000.0  199999.0        1  1097180        3.634219          3.639480   2.590244
264  1300.0      4   200000.0  249999.0        1  1108591        3.109153          3.109522   2.560354
265  1300.0      5   250000.0  299999.0        2  1096043        2.565348          2.565140   2.492573
266  1300.0      6   300000.0  349999.0        2  1121349        2.741561          2.728747   2.192624
267  1300.0      7   350000.0  399999.0        1  1106301        3.317214          3.315358   2.600423
268  1300.0      8   400000.0  449999.0        2  1113896        3.447228          3.451797   2.882860
